Comunidades Autonomas;Naturaleza de la finca;Número e importe;Periodo;Total
Total Nacional;Total fincas;Importe de hipotecas;2008M12;12.508.630
Total Nacional;Total fincas;Importe de hipotecas;2008M11;12.120.383
Total Nacional;Total fincas;Importe de hipotecas;2008M10;18.110.423
Total Nacional;Total fincas;Importe de hipotecas;2008M09;16.025.435
Total Nacional;Total fincas;Importe de hipotecas;2008M08;13.443.420
Total Nacional;Total fincas;Importe de hipotecas;2008M07;17.850.133
Total Nacional;Total fincas;Importe de hipotecas;2008M06;16.892.983
Total Nacional;Total fincas;Importe de hipotecas;2008M05;17.932.693
Total Nacional;Total fincas;Importe de hipotecas;2008M04;20.174.075
Total Nacional;Total fincas;Importe de hipotecas;2008M03;17.275.300
Total Nacional;Total fincas;Importe de hipotecas;2008M02;21.299.714
Total Nacional;Total fincas;Importe de hipotecas;2008M01;22.394.801
Total Nacional;Total fincas;Importe de hipotecas;2007M12;16.493.029
Total Nacional;Total fincas;Importe de hipotecas;2007M11;22.454.069
Total Nacional;Total fincas;Importe de hipotecas;2007M10;24.320.725
Total Nacional;Total fincas;Importe de hipotecas;2007M09;24.357.647
Total Nacional;Total fincas;Importe de hipotecas;2007M08;22.172.140
Total Nacional;Total fincas;Importe de hipotecas;2007M07;25.803.770
Total Nacional;Total fincas;Importe de hipotecas;2007M06;26.642.563
Total Nacional;Total fincas;Importe de hipotecas;2007M05;28.355.197
Total Nacional;Total fincas;Importe de hipotecas;2007M04;23.701.490
Total Nacional;Total fincas;Importe de hipotecas;2007M03;27.635.971
Total Nacional;Total fincas;Importe de hipotecas;2007M02;27.566.150
Total Nacional;Total fincas;Importe de hipotecas;2007M01;30.185.254
Total Nacional;Total fincas;Importe de hipotecas;2006M12;19.982.229
Total Nacional;Total fincas;Importe de hipotecas;2006M11;24.911.985
Total Nacional;Total fincas;Importe de hipotecas;2006M10;24.844.716
Total Nacional;Total fincas;Importe de hipotecas;2006M09;26.634.234
Total Nacional;Total fincas;Importe de hipotecas;2006M08;22.398.950
Total Nacional;Total fincas;Importe de hipotecas;2006M07;24.359.888
Total Nacional;Total fincas;Importe de hipotecas;2006M06;26.617.751
Total Nacional;Total fincas;Importe de hipotecas;2006M05;27.359.472
Total Nacional;Total fincas;Importe de hipotecas;2006M04;21.207.148
Total Nacional;Total fincas;Importe de hipotecas;2006M03;28.437.627
Total Nacional;Total fincas;Importe de hipotecas;2006M02;25.077.347
Total Nacional;Total fincas;Importe de hipotecas;2006M01;25.283.407
Total Nacional;Total fincas;Importe de hipotecas;2005M12;19.756.211
Total Nacional;Total fincas;Importe de hipotecas;2005M11;21.718.207
Total Nacional;Total fincas;Importe de hipotecas;2005M10;20.293.591
Total Nacional;Total fincas;Importe de hipotecas;2005M09;26.661.109
Total Nacional;Total fincas;Importe de hipotecas;2005M08;19.388.168
Total Nacional;Total fincas;Importe de hipotecas;2005M07;19.227.646
Total Nacional;Total fincas;Importe de hipotecas;2005M06;21.686.464
Total Nacional;Total fincas;Importe de hipotecas;2005M05;20.548.967
Total Nacional;Total fincas;Importe de hipotecas;2005M04;20.617.446
Total Nacional;Total fincas;Importe de hipotecas;2005M03;18.892.867
Total Nacional;Total fincas;Importe de hipotecas;2005M02;19.955.690
Total Nacional;Total fincas;Importe de hipotecas;2005M01;18.722.334
Total Nacional;Total fincas;Importe de hipotecas;2004M12;15.077.319
Total Nacional;Total fincas;Importe de hipotecas;2004M11;16.814.360
Total Nacional;Total fincas;Importe de hipotecas;2004M10;15.985.297
Total Nacional;Total fincas;Importe de hipotecas;2004M09;18.410.721
Total Nacional;Total fincas;Importe de hipotecas;2004M08;14.763.465
Total Nacional;Total fincas;Importe de hipotecas;2004M07;16.462.101
Total Nacional;Total fincas;Importe de hipotecas;2004M06;17.133.709
Total Nacional;Total fincas;Importe de hipotecas;2004M05;16.578.014
Total Nacional;Total fincas;Importe de hipotecas;2004M04;14.502.641
Total Nacional;Total fincas;Importe de hipotecas;2004M03;17.301.070
Total Nacional;Total fincas;Importe de hipotecas;2004M02;16.462.182
Total Nacional;Total fincas;Importe de hipotecas;2004M01;15.183.882
Total Nacional;Total fincas;Importe de hipotecas;2003M12;11.499.716
Total Nacional;Total fincas;Importe de hipotecas;2003M11;12.044.255
Total Nacional;Total fincas;Importe de hipotecas;2003M10;13.636.853
Total Nacional;Total fincas;Importe de hipotecas;2003M09;13.051.831
Total Nacional;Total fincas;Importe de hipotecas;2003M08;10.404.242
Total Nacional;Total fincas;Importe de hipotecas;2003M07;12.264.581
Total Nacional;Total fincas;Importe de hipotecas;2003M06;12.010.676
Total Nacional;Total fincas;Importe de hipotecas;2003M05;12.054.589
Total Nacional;Total fincas;Importe de hipotecas;2003M04;10.339.409
Total Nacional;Total fincas;Importe de hipotecas;2003M03;11.535.461
Total Nacional;Total fincas;Importe de hipotecas;2003M02;12.017.243
Total Nacional;Total fincas;Importe de hipotecas;2003M01;11.135.749
Total Nacional;Total fincas rústicas;Número de hipotecas;2023M12;541
Total Nacional;Total fincas rústicas;Número de hipotecas;2023M11;687
Total Nacional;Total fincas rústicas;Número de hipotecas;2023M10;700
Total Nacional;Total fincas rústicas;Número de hipotecas;2023M09;757
Total Nacional;Total fincas rústicas;Número de hipotecas;2023M08;666
Total Nacional;Total fincas rústicas;Número de hipotecas;2023M07;765
Total Nacional;Total fincas rústicas;Número de hipotecas;2023M06;920
Total Nacional;Total fincas rústicas;Número de hipotecas;2023M05;802
Total Nacional;Total fincas rústicas;Número de hipotecas;2023M04;720
Total Nacional;Total fincas rústicas;Número de hipotecas;2023M03;947
Total Nacional;Total fincas rústicas;Número de hipotecas;2023M02;900
Total Nacional;Total fincas rústicas;Número de hipotecas;2023M01;986
Total Nacional;Total fincas rústicas;Número de hipotecas;2022M12;817
Total Nacional;Total fincas rústicas;Número de hipotecas;2022M11;985
Total Nacional;Total fincas rústicas;Número de hipotecas;2022M10;984
Total Nacional;Total fincas rústicas;Número de hipotecas;2022M09;1.164
Total Nacional;Total fincas rústicas;Número de hipotecas;2022M08;909
Total Nacional;Total fincas rústicas;Número de hipotecas;2022M07;975
Total Nacional;Total fincas rústicas;Número de hipotecas;2022M06;1.057
Total Nacional;Total fincas rústicas;Número de hipotecas;2022M05;1.048
Total Nacional;Total fincas rústicas;Número de hipotecas;2022M04;844
Total Nacional;Total fincas rústicas;Número de hipotecas;2022M03;1.062
Total Nacional;Total fincas rústicas;Número de hipotecas;2022M02;927
Total Nacional;Total fincas rústicas;Número de hipotecas;2022M01;901
Total Nacional;Total fincas rústicas;Número de hipotecas;2021M12;998
Total Nacional;Total fincas rústicas;Número de hipotecas;2021M11;1.087
Total Nacional;Total fincas rústicas;Número de hipotecas;2021M10;1.182
Total Nacional;Total fincas rústicas;Número de hipotecas;2021M09;1.182
Total Nacional;Total fincas rústicas;Número de hipotecas;2021M08;938
Total Nacional;Total fincas rústicas;Número de hipotecas;2021M07;1.073
Total Nacional;Total fincas rústicas;Número de hipotecas;2021M06;1.242
Total Nacional;Total fincas rústicas;Número de hipotecas;2021M05;1.186
Total Nacional;Total fincas rústicas;Número de hipotecas;2021M04;1.062
Total Nacional;Total fincas rústicas;Número de hipotecas;2021M03;1.202
Total Nacional;Total fincas rústicas;Número de hipotecas;2021M02;1.129
Total Nacional;Total fincas rústicas;Número de hipotecas;2021M01;1.009
Total Nacional;Total fincas rústicas;Número de hipotecas;2020M12;836
Total Nacional;Total fincas rústicas;Número de hipotecas;2020M11;958
Total Nacional;Total fincas rústicas;Número de hipotecas;2020M10;1.192
Total Nacional;Total fincas rústicas;Número de hipotecas;2020M09;1.154
Total Nacional;Total fincas rústicas;Número de hipotecas;2020M08;911
Total Nacional;Total fincas rústicas;Número de hipotecas;2020M07;1.007
Total Nacional;Total fincas rústicas;Número de hipotecas;2020M06;925
Total Nacional;Total fincas rústicas;Número de hipotecas;2020M05;918
Total Nacional;Total fincas rústicas;Número de hipotecas;2020M04;859
Total Nacional;Total fincas rústicas;Número de hipotecas;2020M03;929
Total Nacional;Total fincas rústicas;Número de hipotecas;2020M02;1.142
Total Nacional;Total fincas rústicas;Número de hipotecas;2020M01;1.183
Total Nacional;Total fincas rústicas;Número de hipotecas;2019M12;1.234
Total Nacional;Total fincas rústicas;Número de hipotecas;2019M11;1.022
Total Nacional;Total fincas rústicas;Número de hipotecas;2019M10;1.161
Total Nacional;Total fincas rústicas;Número de hipotecas;2019M09;1.006
Total Nacional;Total fincas rústicas;Número de hipotecas;2019M08;1.013
Total Nacional;Total fincas rústicas;Número de hipotecas;2019M07;1.552
Total Nacional;Total fincas rústicas;Número de hipotecas;2019M06;1.325
Total Nacional;Total fincas rústicas;Número de hipotecas;2019M05;1.545
Total Nacional;Total fincas rústicas;Número de hipotecas;2019M04;1.280
Total Nacional;Total fincas rústicas;Número de hipotecas;2019M03;1.245
Total Nacional;Total fincas rústicas;Número de hipotecas;2019M02;1.357
Total Nacional;Total fincas rústicas;Número de hipotecas;2019M01;1.233
Total Nacional;Total fincas rústicas;Número de hipotecas;2018M12;938
Total Nacional;Total fincas rústicas;Número de hipotecas;2018M11;1.375
Total Nacional;Total fincas rústicas;Número de hipotecas;2018M10;1.452
Total Nacional;Total fincas rústicas;Número de hipotecas;2018M09;1.326
Total Nacional;Total fincas rústicas;Número de hipotecas;2018M08;1.302
Total Nacional;Total fincas rústicas;Número de hipotecas;2018M07;1.301
Total Nacional;Total fincas rústicas;Número de hipotecas;2018M06;1.402
Total Nacional;Total fincas rústicas;Número de hipotecas;2018M05;1.879
Total Nacional;Total fincas rústicas;Número de hipotecas;2018M04;1.366
Total Nacional;Total fincas rústicas;Número de hipotecas;2018M03;1.194
Total Nacional;Total fincas rústicas;Número de hipotecas;2018M02;1.300
Total Nacional;Total fincas rústicas;Número de hipotecas;2018M01;1.505
Total Nacional;Total fincas rústicas;Número de hipotecas;2017M12;965
Total Nacional;Total fincas rústicas;Número de hipotecas;2017M11;1.393
Total Nacional;Total fincas rústicas;Número de hipotecas;2017M10;1.269
Total Nacional;Total fincas rústicas;Número de hipotecas;2017M09;1.841
Total Nacional;Total fincas rústicas;Número de hipotecas;2017M08;1.215
Total Nacional;Total fincas rústicas;Número de hipotecas;2017M07;1.284
Total Nacional;Total fincas rústicas;Número de hipotecas;2017M06;1.604
Total Nacional;Total fincas rústicas;Número de hipotecas;2017M05;1.430
Total Nacional;Total fincas rústicas;Número de hipotecas;2017M04;1.112
Total Nacional;Total fincas rústicas;Número de hipotecas;2017M03;1.556
Total Nacional;Total fincas rústicas;Número de hipotecas;2017M02;1.470
Total Nacional;Total fincas rústicas;Número de hipotecas;2017M01;1.525
Total Nacional;Total fincas rústicas;Número de hipotecas;2016M12;1.197
Total Nacional;Total fincas rústicas;Número de hipotecas;2016M11;1.415
Total Nacional;Total fincas rústicas;Número de hipotecas;2016M10;1.376
Total Nacional;Total fincas rústicas;Número de hipotecas;2016M09;1.553
Total Nacional;Total fincas rústicas;Número de hipotecas;2016M08;1.302
Total Nacional;Total fincas rústicas;Número de hipotecas;2016M07;1.078
Total Nacional;Total fincas rústicas;Número de hipotecas;2016M06;1.511
Total Nacional;Total fincas rústicas;Número de hipotecas;2016M05;1.579
Total Nacional;Total fincas rústicas;Número de hipotecas;2016M04;1.319
Total Nacional;Total fincas rústicas;Número de hipotecas;2016M03;1.438
Total Nacional;Total fincas rústicas;Número de hipotecas;2016M02;1.682
Total Nacional;Total fincas rústicas;Número de hipotecas;2016M01;1.295
Total Nacional;Total fincas rústicas;Número de hipotecas;2015M12;1.458
Total Nacional;Total fincas rústicas;Número de hipotecas;2015M11;1.398
Total Nacional;Total fincas rústicas;Número de hipotecas;2015M10;1.520
Total Nacional;Total fincas rústicas;Número de hipotecas;2015M09;1.621
Total Nacional;Total fincas rústicas;Número de hipotecas;2015M08;1.559
Total Nacional;Total fincas rústicas;Número de hipotecas;2015M07;1.731
Total Nacional;Total fincas rústicas;Número de hipotecas;2015M06;1.507
Total Nacional;Total fincas rústicas;Número de hipotecas;2015M05;1.605
Total Nacional;Total fincas rústicas;Número de hipotecas;2015M04;1.518
Total Nacional;Total fincas rústicas;Número de hipotecas;2015M03;1.696
Total Nacional;Total fincas rústicas;Número de hipotecas;2015M02;1.591
Total Nacional;Total fincas rústicas;Número de hipotecas;2015M01;1.475
Total Nacional;Total fincas rústicas;Número de hipotecas;2014M12;1.045
Total Nacional;Total fincas rústicas;Número de hipotecas;2014M11;1.448
Total Nacional;Total fincas rústicas;Número de hipotecas;2014M10;1.614
Total Nacional;Total fincas rústicas;Número de hipotecas;2014M09;1.444
Total Nacional;Total fincas rústicas;Número de hipotecas;2014M08;1.191
Total Nacional;Total fincas rústicas;Número de hipotecas;2014M07;1.705
Total Nacional;Total fincas rústicas;Número de hipotecas;2014M06;1.679
Total Nacional;Total fincas rústicas;Número de hipotecas;2014M05;1.564
Total Nacional;Total fincas rústicas;Número de hipotecas;2014M04;1.461
Total Nacional;Total fincas rústicas;Número de hipotecas;2014M03;1.355
Total Nacional;Total fincas rústicas;Número de hipotecas;2014M02;1.466
Total Nacional;Total fincas rústicas;Número de hipotecas;2014M01;1.764
Total Nacional;Total fincas rústicas;Número de hipotecas;2013M12;1.089
Total Nacional;Total fincas rústicas;Número de hipotecas;2013M11;1.429
Total Nacional;Total fincas rústicas;Número de hipotecas;2013M10;1.419
Total Nacional;Total fincas rústicas;Número de hipotecas;2013M09;1.354
Total Nacional;Total fincas rústicas;Número de hipotecas;2013M08;1.378
Total Nacional;Total fincas rústicas;Número de hipotecas;2013M07;1.371
Total Nacional;Total fincas rústicas;Número de hipotecas;2013M06;1.367
Total Nacional;Total fincas rústicas;Número de hipotecas;2013M05;2.065
Total Nacional;Total fincas rústicas;Número de hipotecas;2013M04;1.772
Total Nacional;Total fincas rústicas;Número de hipotecas;2013M03;1.621
Total Nacional;Total fincas rústicas;Número de hipotecas;2013M02;1.886
Total Nacional;Total fincas rústicas;Número de hipotecas;2013M01;1.894
Total Nacional;Total fincas rústicas;Número de hipotecas;2012M12;1.508
Total Nacional;Total fincas rústicas;Número de hipotecas;2012M11;1.750
Total Nacional;Total fincas rústicas;Número de hipotecas;2012M10;1.984
Total Nacional;Total fincas rústicas;Número de hipotecas;2012M09;2.215
Total Nacional;Total fincas rústicas;Número de hipotecas;2012M08;2.065
Total Nacional;Total fincas rústicas;Número de hipotecas;2012M07;2.181
Total Nacional;Total fincas rústicas;Número de hipotecas;2012M06;1.975
Total Nacional;Total fincas rústicas;Número de hipotecas;2012M05;2.717
Total Nacional;Total fincas rústicas;Número de hipotecas;2012M04;2.006
Total Nacional;Total fincas rústicas;Número de hipotecas;2012M03;2.448
Total Nacional;Total fincas rústicas;Número de hipotecas;2012M02;2.947
Total Nacional;Total fincas rústicas;Número de hipotecas;2012M01;2.593
Total Nacional;Total fincas rústicas;Número de hipotecas;2011M12;1.896
Total Nacional;Total fincas rústicas;Número de hipotecas;2011M11;2.232
Total Nacional;Total fincas rústicas;Número de hipotecas;2011M10;2.584
Total Nacional;Total fincas rústicas;Número de hipotecas;2011M09;2.662
Total Nacional;Total fincas rústicas;Número de hipotecas;2011M08;2.558
Total Nacional;Total fincas rústicas;Número de hipotecas;2011M07;2.281
Total Nacional;Total fincas rústicas;Número de hipotecas;2011M06;2.473
Total Nacional;Total fincas rústicas;Número de hipotecas;2011M05;2.919
Total Nacional;Total fincas rústicas;Número de hipotecas;2011M04;2.382
